stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.92,0,0.55,1.44,2.42,0.74
5dpf,0,0,0,0,1.1,0.56
10dpf,1.85,0.6,0,0,0.54,0
