stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
10hpf,520.04,0,0,0,0,0,0,8.74
12hpf,102,0,0,7.12,0,0,0,2.69
14hpf,17.37,0,0,0,0,0,0,0
16hpf,3.88,0,0,0,0,0,0,0
3dpf,63.28,0,0,0,1.25,0.32,0,0.97
5dpf,1.6,0.67,1.84,0.78,0.74,0,0.3,0.57
10dpf,86.34,1.44,0,0,2.27,0,0,0.7
