stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,1.27
3dpf,0.79,0,0,0,0,4.13
5dpf,0.8,2.1,0.46,4.48,0.33,70.92
10dpf,0.78,0.7,2.28,0.66,0,3.16
