stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0.65,0,0,0.63,0,0.51
3dpf,1.28,1.8,0.51,0,0.34,0,0
5dpf,0.38,16.74,1.11,0,1.78,0,1.91
10dpf,0.79,24.06,0,1.78,1.1,0.84,0
