stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.98,0,0,0,0,0,0
3dpf,2.39,0,0.9,0.42,0.36,0,0
5dpf,0,0.56,17.84,2.5,0,0.36,2.46
10dpf,4.76,0,9.11,0.87,0.43,0,4.83
