stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
19hpf,1.57,0,0,0
3dpf,8.42,0,1.55,0
5dpf,0,0,0.48,4.53
10dpf,9.14,0.81,4.79,12.27
