stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,10.77,0,0,0,0,0
5dpf,1.37,0.53,1.05,8.14,1.03,0.97
10dpf,21.96,0,0,0.76,0,0
