stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,0.85,0,0,0,0,0.54,0.34
5dpf,0.68,19.85,0,1.27,3.36,0,1.29
10dpf,5.01,52.59,0.71,0.66,0,0,0
