stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,3.52,0,0.63,1.13
3dpf,6.71,0.47,0,0.74,5.18,0,0.42,0.81
5dpf,0.99,0.82,1.77,0.5,7.88,1.56,2.06,4.02
10dpf,6.43,3.81,0,0,0,0,0,0
