stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,8.89,0.73,4.45,0.59,1.59,0
3dpf,10.24,0.46,2.92,0.32,0.45,0
5dpf,0.37,1.78,4.05,0,0,0.91
10dpf,3.89,0,2.57,0,0,0
