stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,9.82,0,0.51,0.9,1.79,1.52,0
3dpf,1.88,0,0,0,0,0,0
5dpf,0.93,0,1.86,0,1.65,0,0
10dpf,5.37,0.42,1.39,0,0,0,0.99
