stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,102.24,26.99,0,0,60.88,18.15,0,21.25,85.65,48.53
12hpf,63.98,11.71,4.48,4.01,25.52,2.1,0,6.46,46.18,37.12
14hpf,25.94,0,0,2.4,0,2.57,0,0,10.34,7.2
16hpf,44.4,6.12,1.62,5.53,33.44,3.62,2.04,1.74,35.94,19.42
19hpf,71.02,0,0,3.48,5.03,1.77,0,0,3.4,5.26
24hpf,87.93,1.85,1.66,7.22,21.35,4.59,1.71,0,15.76,6.86
2dpf,488.57,2.13,18.99,55.22,160.45,305.73,38.9,9.86,84.52,95.23
3dpf,680.82,5.68,19.4,19.07,20.38,274.66,4.88,0,17.52,33.44
5dpf,85.2,13.87,45.96,56.63,24.98,305.52,24.58,11.67,50.22,170.83
10dpf,352.29,21.22,51.82,60.73,18.46,293.4,9.89,0.71,36.44,55.8
