stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,2.73,0,0,0.68,0.99,1.29,0,0
3dpf,5.71,0,0,0,0.63,1.74,0,0.7
5dpf,0,0.82,0.38,0.7,0,5.57,1.13,0.42
10dpf,17.55,0,1.52,0.4,0.59,5.54,0,0.44
