stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.8,0,0,0,0,0,0
3dpf,11.27,0,0.41,0.66,1.32,0,0.34
5dpf,0,0,0.71,1.05,1.75,0,1.11
10dpf,163.7,2.14,0.4,0,4.99,1.4,0
