stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,3635.25
12hpf,34.75,5.12,0,0,0,0,0,1.85,5.36,492.22
14hpf,0,0,0,0,0,0,0,0,0,7257.47
16hpf,10.49,2.08,0,0,0,0,0,0,6.2,516.56
19hpf,9.73,0,0,0,0,0,0,0,0,13411.39
24hpf,52.02,10.15,2.36,11.43,0,1.31,7.02,0,7.73,2004.16
2dpf,355.19,0.77,1.72,19.58,21.05,46.57,13.88,0.5,10.24,5793.41
3dpf,208.6,74.17,6.06,6.64,4.74,63.41,0.3,0,8.64,4048.05
5dpf,278.76,16.99,23.02,21.94,4.85,124.12,8.48,3.23,34.06,8484.41
10dpf,186.62,58.05,13.64,27.2,5.82,77.9,3.46,0,10.73,5098
