stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,1.3,0
2dpf,0,0,7.49,0
3dpf,1.96,0.39,1.06,0
5dpf,0,4.1,23.21,0.38
10dpf,0,0,3.46,0
