stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,0.94,0,0,26
2dpf,0.78,2.84,0.75,1.33
3dpf,6.08,0,0.37,0
5dpf,0,0,0.71,0
10dpf,7.14,0,0,1.59
