stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
10hpf,0,0,0,0,13.08
16hpf,0,1.64,0,1.7,0
24hpf,0,0.91,0,0,0
2dpf,0.52,0,0,0,0
3dpf,1.4,0,0,0.29,0.83
5dpf,0,0,0,0.33,0
10dpf,8.2,1.8,0.41,0.69,0
