stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,16.65,0,0.57,0,0.4,0,0,0
5dpf,3.81,0,0,0.4,4.58,0.43,0.98,1.62
10dpf,20.45,0.87,0,0.79,3.07,0,0,0
