stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,1.97,0,0
3dpf,0.84,0.49,5.64,0.48,0.37
5dpf,0,0,8.22,0,0
10dpf,0.46,0,1.64,0,1.21
