stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.27,0,1.05,0,0,0,0
3dpf,0,4.55,1.17,0,0.68,0.34,0
5dpf,0,0,1.76,0,0.96,0.71,0.94
10dpf,0.85,1.55,0,0.47,0,0,0
