stage,central_nervous_system,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,10.6
2dpf,1.12,3.98,10.77,0.58,387.72
3dpf,0,1.81,0,0,2.25
5dpf,0,0.95,0,0,12.44
10dpf,0.4,0,0,0,1.28
