stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.74,0,0,0,0
3dpf,4.84,0,0.83,0.72,0
5dpf,23.27,0.66,0.8,1.52,0.85
10dpf,9.48,5.73,0,0.42,0
