stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.45,0,0,0,0,0,0,0,0,0
12hpf,8.77,0,0,0,1.96,0,0,0,0,4.1
14hpf,0,0,0,2.45,0,0,0,0,0,0
16hpf,3.69,1.73,0,1.67,1.72,0,0,0,7.17,1.64
19hpf,4.56,0,0,0,1.77,0,0,0,0,0
24hpf,5.39,0,0,0.84,1.81,0.86,0,0,0,0.91
2dpf,92.98,0.54,4.16,2.12,36.98,44.95,2.35,0.91,9.71,17.36
3dpf,185.96,1.07,1.56,2.65,5.06,115.79,4.51,0,5.23,9.48
5dpf,34.96,1.73,2.28,5.14,7.92,67.62,6,1.16,4.95,21.23
10dpf,115.58,5.04,2.39,1.85,6.4,48.87,3.34,0,9.25,10.64
