stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,1.89,0,0,0,0,0,0,0,0
2dpf,13.75,0.68,0,1.29,2.12,0,0,0,6.38
3dpf,7.85,0,0,0,1.15,0.7,0,0,0
5dpf,13.71,0.79,1.61,1.05,3.13,0,0.66,0.48,5.28
10dpf,12.64,0,0.47,0,1.26,0,0,0.8,0
