stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,2.74,0,0,0
3dpf,1.65,0,0,0
5dpf,0.51,0,0.29,0
10dpf,3.47,0.63,2.49,1.03
