stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,14.71,0,0,0,0,0,0.78
3dpf,12.44,0,0,0.78,0,0,0
5dpf,27.77,0.61,1.28,0,0.63,0.45,0.53
10dpf,6.21,0,0,0.37,0,0,0
