stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.87,0,0,0,0,1.12,2.49
3dpf,2.27,0,0.49,0.36,0,0,4.51
5dpf,0,0.36,0,0.95,1.11,1,47.91
10dpf,2.77,0.68,0,0.56,3.32,0,3.92
