stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
3dpf,1.13,0,0,0,0.52,0
5dpf,1.4,1.39,0,0.57,0,0.3
10dpf,1.23,0,1.53,0,0,0
