stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,1.72,0,0
3dpf,0.86,0.62,0,0.58,1.65,0.32,0
5dpf,2.53,0,0.9,0,0,0,0.52
10dpf,0,0,2.66,0,0.75,0,0
