stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.59,0,0,0,0
3dpf,62.09,0,0,0,0,0,0,0,0
5dpf,83.85,0.61,0,0.41,0,4.43,0.41,0.72,1.78
10dpf,153.36,0,0.74,0,0,0,0,0,0
