stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,2.75,0,0,0,0,0
2dpf,9.85,0,1.36,3.78,1.09,5.11,0
3dpf,142.46,0,0,4.72,0,0,0
5dpf,8.74,3.46,0,3.32,0,0,1.62
10dpf,53.36,0.49,0,4.72,0,0,0.45
