stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,0,0,0,0,111.85
12hpf,0,0,0,0,1.97
14hpf,0,0,0,0,29.21
19hpf,0,0,0,0,73.2
2dpf,0,1.33,5.15,0,0
3dpf,0.29,0,0,0,0
5dpf,0,1.29,0.8,0,6.7
10dpf,1.6,0,0,0.75,0.89
