stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,1.81,0
24hpf,0.83,0,0,0,0.93,0,0,0
2dpf,30.19,0,1.03,0,1.74,0,1.78,3.48
3dpf,104.73,1.01,0,0,3.16,0,0,0
5dpf,3.72,1.25,1.26,1.11,4.02,0.38,0.43,3.03
10dpf,26.83,1.17,0.73,0,0.49,0,0,0.43
