stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,905.28,0,0,0,962.16,165.82,0,43.78,1020.11,243.28
12hpf,408.41,44.56,1.99,58,1581.19,335.62,0,189.84,1721.91,117.12
14hpf,1278.05,0,4.15,63.43,799.72,281.27,0,44.25,1448.45,346.44
16hpf,866.46,1.67,2.16,98.08,755.03,300.43,24.46,57.1,1768.64,347.32
19hpf,2331.59,0,0,133.25,644.11,300.21,78.8,19.83,774.87,193.83
24hpf,2174.87,0.84,16.95,139.25,1398.82,437.66,48.75,17.7,1610.91,155.91
2dpf,2608.52,10.15,46.91,622.41,1760.23,3409.52,149.72,24.19,1783.41,257.87
3dpf,5777.23,21.31,23.73,218.84,404.64,7532.73,72.77,0,686.62,165.22
5dpf,701.08,51.87,71.4,658.65,365.51,6562.1,152.66,34.58,1124.42,597.79
10dpf,2818.56,74.7,55.11,471.1,263.02,5877.32,118.02,1.94,815.7,175.78
