stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.79,0,0,0,0,0,0,0
12hpf,48.61,0,0,0,0,0,0,1.76
14hpf,132.11,0,0,0,0,0,136.46,0
16hpf,14.73,26.07,0,0,2.04,4.1,300.17,0
2dpf,0.91,0,1.65,0,0,0,0,0
3dpf,1.82,0,0,0.5,0,0,0,0
10dpf,1.68,0,0,0.85,0,0,0,0
