stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1.67,0,0,0,0,0,0
2dpf,15.65,0,0,0.98,4.23,2.25,3.2
3dpf,147.44,0,0.47,0,3.5,0.29,0.71
5dpf,1.4,0,0.89,0,3.03,0.3,0
10dpf,37.38,0.44,0,0,3.43,0,0
