stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,0.86
3dpf,0.91,0.43,0,0
5dpf,0,1.25,0.64,0
10dpf,0,0.42,2.22,0
