stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0.87,0.65,1.26
3dpf,1.35,0,1.48,0
5dpf,0.29,0,0,0
10dpf,1.13,0,0.49,0
