stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
5dpf,0.41,2.07,0.34,1.39,0.82,0.3,0
10dpf,8.87,8,0,0.5,0,0,1.04
