stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,1.54,0,0.53
3dpf,15.48,0.47,0,0,0.31
5dpf,0.69,1.28,6.5,1.05,2.07
10dpf,21.07,0,2.89,0,0
