stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3017.41,94.72,22.8,0,410.13,89.4,0,63.52,964.26,1201.65
12hpf,3290.74,44.79,1.79,20.47,310.86,57.6,10.38,106.55,696.04,518.91
14hpf,3279.98,13.75,29.29,49.61,271.59,97.46,44.63,37.73,633.96,502.2
16hpf,1699.8,21.6,9.63,33.5,265.07,44.38,60.57,23.81,677.14,325.52
19hpf,2403.17,1.69,0,19.83,85.09,22.2,2.47,3.94,168.55,168.5
24hpf,2663.92,11.12,264.61,55.22,248.25,50.81,16.77,3.37,379.86,166.41
2dpf,1247.25,9.88,141.11,62.92,398.79,221.35,48.59,2.69,145.39,163.46
3dpf,1051.37,17.13,13.88,17.02,23.97,86.44,5.92,0,19.06,35
5dpf,179.28,9.4,168.6,34.54,43.81,211.82,15.49,6.03,84.32,130.34
10dpf,194.76,3.27,62.66,13.05,0.57,26.38,1.42,0,10.51,7.69
