stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0.87,0,0,0
2dpf,1.74,0,0,0,0,1.9,0,0
3dpf,128.32,0,0,0.65,17.04,0,0.33,0
5dpf,1.53,1,0.61,0.81,24.37,0,0.45,0.92
10dpf,126.78,1.94,0,1.09,24.53,0.72,0.98,0
