stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,12.23,0,0,0.57,3.31,13.46,0,2.59
3dpf,3.81,0,0.3,0.66,1.99,0,0.3,0
5dpf,0,0.35,0,0,1.38,9.79,0,0.46
10dpf,0,1.19,0,0,1.17,4.05,0,0.75
