stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,0,0,1.99
3dpf,0,0.42,0.59,8.48
5dpf,0.34,0.3,1,6.72
10dpf,0,0,0,3.04
