stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1108.25,9.04,10.64,0,175.33,9.76,0,0,222.98,170.16
12hpf,2759.22,35.74,6.94,39.03,473.49,112.17,9.33,25.86,761.98,328.25
14hpf,2244.08,10.12,62.23,47.52,273.29,143.32,25.91,6.79,306.62,225.26
16hpf,2379.1,34.82,100.77,78.65,461.44,176.48,70.8,21.18,438.71,375.6
19hpf,1734.71,10.2,8.93,10.14,115.53,54.1,24.48,1.56,46.93,88.19
24hpf,1989.82,17.23,89.61,18.13,244.18,127.39,28.24,1.33,136.53,103.84
2dpf,686.3,25.37,34.17,46.49,224.8,385.97,36.06,4.76,144.5,63.29
3dpf,962.06,13.58,7.16,13.18,14.03,191.45,19.74,0,24.39,29.14
5dpf,180.14,15.09,61.7,44.88,40.43,388.98,226.18,18.73,100.01,205.91
10dpf,830.01,23.14,39.99,30.09,35.69,204.64,21.72,0.51,48.98,33.53
