stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,3.16,0,1.04,0,0,0
3dpf,7.78,0,0,0,0,0.43
5dpf,30.36,0.93,0,6.87,0.42,1.31
10dpf,7.75,0.57,0,0,0,0
