stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
14hpf,2.36,0,0,0,0,0,0
19hpf,1.88,0,0,0,0,0,0
3dpf,1.19,6.14,0,0,0.51,0,0
5dpf,0,1.93,0.91,0.38,0,1.83,0
10dpf,0.59,16.77,4.13,0.53,0,0.99,0.4
