stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,24.92,0,0,0,0,0,0,0,0
12hpf,40.01,0,0,0,0,0,0,0,0
14hpf,30.94,0,0,2.44,0,0,0,0,0
16hpf,67.63,0,0,30.35,0,0,0,0,2.58
19hpf,24.47,0,0,15.17,0,0,0,0,0
24hpf,20.38,0,0,0,0,0,0,3.5,1.01
2dpf,203.12,0,0.53,11.74,12.97,24.94,7.93,5.82,10.19
3dpf,115.67,0,0.47,5.03,1.25,23.03,0,0.83,0.75
5dpf,86.68,0.61,2.44,10.17,0.36,13.99,0.84,0.33,9.27
10dpf,96.7,0,2.47,4.45,0,12.27,3.03,0,1.47
