stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0,0.89
2dpf,4.82,0,0,0,0,0.48,0,4.16
3dpf,22.97,0.32,0.31,6.77,0.34,0,0.75,0.33
5dpf,2.64,0.38,0,0.93,0.99,0.64,0,0
10dpf,8.37,0,2.41,3.56,0.38,0,0.55,0.42
