stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,32.38,0,2.23,0,8.52,4.18,0.72,1.15,4.14
3dpf,204.37,0,0,1.18,1.12,2.91,0.31,0,0
5dpf,16.87,1.07,0.62,0.68,1.08,9.32,0.64,1.06,4.45
10dpf,90.27,2.36,0,2.78,0.72,10.08,0,0,0
