stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,2.07,0.51,0,0.55,1.63,0
3dpf,2.66,0,0,0.71,0.9,0
5dpf,0.3,0,0,1.61,2.04,0
10dpf,1.29,0,0.58,0,1.11,0.56
