stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,8.48,0,0
12hpf,0,0,0,0,0,0,0,17.9,3.98,0
14hpf,29.85,0,0,0,0,0,0,25.95,4.72,0
16hpf,60.52,0,0,0,0,0,0,30.89,7.95,2.35
19hpf,116.22,0,0,1.72,0,0,0,14.3,0,4.37
24hpf,320.33,0,0,2.18,1.22,0,1.58,9.28,4.25,3.96
2dpf,148.52,0,5.73,8.71,30.1,67.46,15.32,1.39,49.58,17.01
3dpf,2694.13,2.59,5.02,2.32,0.61,74.72,0.84,0,5.57,5.37
5dpf,49.61,0.59,6.32,9.67,8.33,163.77,4.86,0.33,18.42,19.55
10dpf,1075.36,14.44,6.2,5.49,6.65,177.37,1.14,0,8.93,6.01
