stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
14hpf,0,0,2.62,0,0
16hpf,0,0,16.86,0,0
3dpf,57.66,0,0,0.84,0
5dpf,0.29,0.33,0,2.12,0.42
10dpf,47.06,0.46,0,3.02,0
