stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,690.43,10.47,0,0,106.64,0,0,53.62,170.72,226.38
12hpf,1008.43,39.9,2.22,21.85,264.85,44.52,2.49,185.7,456.14,295.13
14hpf,289.6,0,12.15,10.67,34.15,28.77,8.44,38.04,182.2,112.45
16hpf,438.22,18.04,20.89,18.17,103.76,54.78,5.12,50.68,207.58,182.01
19hpf,431.37,0,1.52,3.58,41.18,13.4,0,7.87,34.2,75.27
24hpf,301.93,3.14,12.18,16.64,52.38,29.33,14.61,2.36,53.68,48.19
2dpf,470.61,8.65,31.29,69.66,203.08,308.09,41.12,10.05,104.41,253.21
3dpf,1234.86,17.13,17.41,34.96,20.37,301.58,12.87,0,15.97,70.45
5dpf,194.24,25.7,82.09,126.37,44.35,528.77,62.94,16.46,76.77,425.02
10dpf,1095.91,43.37,98.12,98.81,31.61,540.59,31.98,1.75,61.36,146.54
