stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0.48,0,0,0,0
3dpf,0.43,0,0,0.64,0,0
5dpf,0,0,0.78,0,0.74,1.4
10dpf,0,0,0.85,0,0.8,0.39
