stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.78,0,0.64,5.13,0,0,0,1.84
3dpf,11.76,0,0,1.49,0,0.53,0.58,0
5dpf,2.21,0.47,0,1.85,1.51,0,0.29,0
10dpf,14.89,0,0,1.06,0,0,0,0
