stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,2.58,0,0.56,0
3dpf,2.3,0,0.34,0
5dpf,0,1.69,0.76,1.33
10dpf,3.25,0,2.72,0
