stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,9.35,0,0,0,0
3dpf,33.99,0,0.62,0.38,0
5dpf,12.68,0.38,2.36,0,1.34
10dpf,22.48,0,0,1.04,0
