stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,18.9
3dpf,1.23,0,5.77,0.34,0,0,1.93
5dpf,2.22,1.27,4.82,1.58,0.33,0.45,21.17
10dpf,1.39,0,1.62,0,0,0,3.62
