stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.82,0,0.81,0.51,0.63
3dpf,7.43,0,1.89,0,0
5dpf,0.88,0.94,1.98,0,0
10dpf,7.62,0,0.39,0,0
