stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.72,0.84,0,1.95,0.52
3dpf,2.22,0.3,0,2.59,0.31
5dpf,0.32,0,1.09,1.1,0
10dpf,0,0,1.29,0,0
