stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,2.33,0,0,0,1.15,1.2,0
3dpf,4.97,0,0,0,0,0.36,0
5dpf,1.44,0,0.91,0,0,0,1.4
10dpf,2.69,0.39,0.57,0.44,0,0.56,1.93
