stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.65,0,2.79,1.08,0,2.8
3dpf,3.97,0,0.72,0.75,0.81,1.61,0.53,0.59
5dpf,0.9,0,0,0.66,0.78,2.75,0,7.34
10dpf,7.08,2.53,0,0,0,0.73,1.05,3.64
